Edge Sequence,Genus,1st order gonality,Divisor
2(*),1,gonality: 2,"[2, 0]",gonality: 3,"[3, 0]",gonality: 4,"[4, 0]",gonality: 2,"[1, 1]"
"2,7,6,2,3",15,gonality: 6,"[2, 0, 1, 2, 1, 0]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 11,"[10, 0, 1, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,2,4",16,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 12,"[10, 0, 1, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,2,5",17,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 13,"[10, 0, 1, 2, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,2,6",18,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[9, 0, 0, 0, 0, 1]",gonality: 13,"[10, 0, 1, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,2,7",19,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[3, 0, 2, 3, 0, 2]",gonality: 14,"[10, 0, 1, 0, 1, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,3,3",16,gonality: 6,"[2, 0, 1, 3, 0, 0]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 12,"[10, 0, 1, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,3,4",17,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 13,"[10, 0, 1, 2, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,3,5",18,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 13,"[10, 0, 1, 1, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,3,6",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 0, 0, 1]",gonality: 13,"[10, 0, 1, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,3,7",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 1, 1]",gonality: 14,"[10, 0, 1, 0, 1, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,4,3",17,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 12,"[10, 0, 1, 0, 1, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,4,4",18,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 0, 1, 0]",gonality: 13,"[10, 0, 1, 0, 2, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,4,5",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 2, 0]",gonality: 14,"[10, 0, 1, 0, 3, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,4,6",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 0, 2]",gonality: 14,"[10, 0, 1, 0, 0, 3]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,4,7",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 0, 2]",gonality: 14,"[10, 0, 1, 0, 0, 3]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,5,3",18,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 12,"[10, 0, 1, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,5,4",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 13,"[10, 0, 1, 1, 1, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,5,5",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 0, 1, 0]",gonality: 13,"[10, 0, 1, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,5,6",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 2, 0]",gonality: 14,"[10, 0, 1, 0, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,5,7",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 0, 2]",gonality: 15,"[10, 0, 1, 1, 0, 3]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,6,3",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 13,"[10, 0, 1, 2, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,6,4",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 13,"[10, 0, 1, 2, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,6,5",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 13,"[10, 0, 0, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,6,6",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 1, 1, 0]",gonality: 13,"[10, 0, 0, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,6,7",23,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 0, 1, 1]",gonality: 14,"[10, 0, 0, 1, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,7,2",19,gonality: 6,"[2, 0, 1, 1, 2, 0]",gonality: 10,"[3, 0, 2, 2, 3, 0]",gonality: 14,"[10, 0, 1, 3, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,7,3",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 2, 0, 0]",gonality: 14,"[10, 0, 1, 3, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,7,4",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 2, 0, 0]",gonality: 14,"[10, 0, 1, 3, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,7,5",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 2, 0, 0]",gonality: 14,"[10, 0, 1, 3, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,7,6",23,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 0, 2, 0, 0]",gonality: 14,"[10, 0, 0, 2, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,6,7,7",24,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 14,"[10, 0, 0, 2, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,2,3",16,gonality: 6,"[2, 0, 1, 2, 1, 0]",gonality: 9,"[3, 0, 2, 2, 1, 1]",gonality: 12,"[10, 0, 2, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,2,4",17,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 12,"[10, 0, 2, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,2,5",18,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,2,6",19,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[3, 0, 2, 3, 0, 2]",gonality: 13,"[9, 0, 1, 2, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,2,7",20,gonality: 6,"[2, 0, 1, 2, 0, 1]",gonality: 10,"[3, 0, 2, 3, 0, 2]",gonality: 13,"[9, 0, 1, 2, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,3,3",17,gonality: 6,"[2, 0, 1, 3, 0, 0]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 12,"[10, 0, 2, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,3,4",18,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,3,5",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 0, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,3,6",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 0, 1, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,3,7",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 14,"[9, 0, 1, 3, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,4,3",18,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,4,4",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 1, 0, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,4,5",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,4,6",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 14,"[9, 0, 1, 2, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,4,7",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 14,"[9, 0, 1, 2, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,5,3",19,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 12,"[10, 0, 2, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,5,4",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 0, 1, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,5,5",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 0, 1, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,5,6",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 14,"[9, 0, 1, 1, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,5,7",23,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[3, 0, 2, 2, 2, 2]",gonality: 15,"[10, 0, 2, 0, 0, 3]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,6,3",20,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,6,4",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[10, 0, 2, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,6,5",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 10,"[9, 0, 1, 0, 0, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,6,6",23,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 0, 1, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,6,7",24,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 14,"[9, 0, 1, 1, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,7,2",20,gonality: 6,"[2, 0, 1, 1, 2, 0]",gonality: 10,"[3, 0, 2, 2, 3, 0]",gonality: 13,"[9, 0, 1, 1, 2, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,7,3",21,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 1, 0, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,7,4",22,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 1, 0, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,7,5",23,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 1, 0, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,7,6",24,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[9, 0, 1, 1, 0, 0]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"2,7,7,7,7",25,gonality: 6,"[2, 0, 1, 1, 1, 1]",gonality: 11,"[6, 1, 1, 1, 1, 1]",gonality: 13,"[9, 0, 1, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,2,3",7,gonality: 4,"[3, 1, 0, 0, 0, 0]",gonality: 6,"[4, 1, 0, 0, 1, 0]",gonality: 8,"[7, 0, 0, 0, 1, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,2,4",8,gonality: 4,"[3, 1, 0, 0, 0, 0]",gonality: 6,"[4, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,2,5",9,gonality: 4,"[3, 0, 0, 0, 0, 1]",gonality: 7,"[6, 0, 0, 0, 0, 1]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,2,6",10,gonality: 4,"[3, 0, 0, 0, 0, 1]",gonality: 7,"[6, 0, 0, 0, 0, 1]",gonality: 9,"[7, 0, 0, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,2,7",11,gonality: 4,"[3, 0, 0, 0, 0, 1]",gonality: 7,"[4, 1, 0, 0, 0, 2]",gonality: 10,"[7, 0, 0, 0, 1, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,3,3",8,gonality: 4,"[3, 1, 0, 0, 0, 0]",gonality: 7,"[7, 0, 0, 0, 0, 0]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,3,4",9,gonality: 5,"[3, 1, 0, 0, 1, 0]",gonality: 7,"[4, 1, 0, 0, 1, 1]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,3,5",10,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 10,"[9, 0, 0, 0, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,3,6",11,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 10,"[7, 1, 0, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,3,7",12,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 10,"[7, 0, 0, 0, 1, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,4,3",9,gonality: 4,"[3, 1, 0, 0, 0, 0]",gonality: 7,"[7, 0, 0, 0, 0, 0]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,4,4",10,gonality: 4,"[3, 1, 0, 0, 0, 0]",gonality: 7,"[4, 1, 0, 0, 1, 1]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,4,5",11,gonality: 5,"[3, 1, 0, 0, 1, 0]",gonality: 7,"[4, 1, 0, 0, 1, 1]",gonality: 10,"[7, 0, 0, 0, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,4,6",12,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[4, 1, 0, 0, 2, 1]",gonality: 10,"[4, 2, 0, 0, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,4,7",13,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[4, 1, 0, 0, 1, 2]",gonality: 11,"[9, 0, 0, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,5,3",10,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[7, 0, 0, 1, 0, 0]",gonality: 10,"[10, 0, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,5,4",11,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[7, 0, 0, 1, 0, 0]",gonality: 10,"[7, 0, 0, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,5,5",12,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 10,"[7, 0, 0, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,5,6",13,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 11,"[7, 0, 0, 1, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,5,7",14,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 9,"[6, 0, 0, 0, 2, 1]",gonality: 11,"[7, 0, 0, 0, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,6,3",11,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 11,"[10, 1, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,6,4",12,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 11,"[10, 1, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,6,5",13,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 11,"[9, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,6,6",14,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 11,"[9, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,6,7",15,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 8,"[6, 0, 0, 0, 1, 1]",gonality: 11,"[7, 0, 0, 0, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,7,3",12,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 9,"[6, 0, 0, 1, 1, 1]",gonality: 11,"[6, 0, 0, 1, 4, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,7,4",13,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 9,"[6, 0, 0, 1, 1, 1]",gonality: 11,"[6, 0, 0, 1, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,7,5",14,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 9,"[6, 0, 0, 1, 1, 1]",gonality: 11,"[6, 0, 0, 1, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,7,6",15,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 9,"[6, 0, 0, 1, 1, 1]",gonality: 11,"[6, 0, 0, 1, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,2,7,7",16,gonality: 5,"[3, 0, 0, 0, 1, 1]",gonality: 9,"[6, 0, 0, 1, 1, 1]",gonality: 11,"[6, 0, 0, 1, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,2,3",8,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[7, 0, 0, 1, 0, 0]",gonality: 9,"[4, 2, 0, 2, 1, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,2,4",9,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[7, 0, 0, 1, 0, 0]",gonality: 10,"[9, 0, 0, 1, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,2,5",10,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 10,"[8, 0, 0, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,2,6",11,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 10,"[8, 0, 0, 0, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,2,7",12,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[4, 2, 0, 0, 0, 2]",gonality: 11,"[8, 0, 0, 0, 1, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,3,3",9,gonality: 4,"[3, 1, 0, 0, 0, 0]",gonality: 7,"[7, 0, 0, 0, 0, 0]",gonality: 9,"[4, 2, 0, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,3,4",10,gonality: 5,"[3, 1, 0, 0, 1, 0]",gonality: 8,"[7, 0, 0, 0, 1, 0]",gonality: 10,"[8, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,3,5",11,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 11,"[9, 1, 0, 0, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,3,6",12,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 8,"[7, 0, 0, 0, 0, 1]",gonality: 11,"[9, 1, 0, 0, 0, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,3,7",13,gonality: 5,"[3, 1, 0, 0, 0, 1]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 11,"[8, 0, 0, 0, 1, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,4,3",10,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[7, 0, 0, 1, 0, 0]",gonality: 10,"[8, 0, 0, 2, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,4,4",11,gonality: 5,"[3, 1, 0, 1, 0, 0]",gonality: 8,"[4, 1, 0, 1, 1, 1]",gonality: 10,"[7, 0, 0, 1, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,4,5",12,gonality: 6,"[3, 1, 0, 1, 1, 0]",gonality: 8,"[4, 1, 0, 1, 1, 1]",gonality: 11,"[7, 0, 0, 2, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,4,6",13,gonality: 6,"[3, 1, 0, 1, 0, 1]",gonality: 9,"[4, 1, 0, 1, 2, 1]",gonality: 11,"[4, 2, 0, 1, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,4,7",14,gonality: 6,"[3, 1, 0, 1, 0, 1]",gonality: 9,"[4, 1, 0, 1, 1, 2]",gonality: 12,"[8, 0, 0, 2, 0, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,5,3",11,gonality: 6,"[6, 0, 0, 0, 0, 0]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 11,"[10, 1, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,5,4",12,gonality: 6,"[6, 0, 0, 0, 0, 0]",gonality: 9,"[9, 0, 0, 0, 0, 0]",gonality: 11,"[9, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,5,5",13,gonality: 6,"[6, 0, 0, 0, 0, 0]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 11,"[9, 0, 0, 0, 1, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,5,6",14,gonality: 6,"[3, 1, 0, 0, 1, 1]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 12,"[9, 0, 0, 0, 2, 1]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,5,7",15,gonality: 6,"[3, 1, 0, 0, 1, 1]",gonality: 10,"[7, 0, 0, 0, 2, 1]",gonality: 12,"[8, 0, 0, 0, 2, 2]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,6,3",12,gonality: 6,"[6, 0, 0, 0, 0, 0]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 12,"[10, 2, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
"3,2,3,6,4",13,gonality: 6,"[6, 0, 0, 0, 0, 0]",gonality: 9,"[7, 0, 0, 0, 1, 1]",gonality: 12,"[10, 2, 0, 0, 0, 0]",gonality: 6,"[1, 1, 1, 1, 1, 1]",
